"FID_","id","mesh","緯度","経度","３次_メッシュ_コード","３次メッシュコード略号","調査_地点名","調査_年月日","天_候","方位","傾斜","面積_（ｍ×ｍ）","備考","年の位置情報も提出する地点とその状況"
,"M36-J2","54403136",36.281320,140.206160,54403136.000000,"真壁36","M36-J2",2007/08/22 0:00:00,"晴","N80E","15","10×10","",""
,"M36-J1","54403136",36.282320,140.206210,54403136.000000,"真壁36","M36-J1",2007/08/22 0:00:00,"晴","N80E","22","10×10","03年の調査地点が特定できなかったため、付近で調査。枯れ木多い（方位区下部）。",""
,"M36-A1","54403136",36.283180,140.199260,54403136.000000,"真壁36","M36-A1",2007/08/22 0:00:00,"晴","－","0","0.5×2","刈り払い後のため草本が少ない。",""
,"M36-A2","54403136",36.283100,140.199340,54403136.000000,"真壁36","M36-A2",2007/08/22 0:00:00,"晴","－","0","0.5×2","刈り払い後のため草本が少ない。",""
,"M36-A3","54403136",36.283160,140.199460,54403136.000000,"真壁36","M36-A3",2007/08/22 0:00:00,"晴","－","0","0.5×2","",""
,"M36-A4","54403136",36.283010,140.199720,54403136.000000,"真壁36","M36-A4",2007/08/22 0:00:00,"晴","－","0","0.5×2","刈り払い後のため草本が少ない。",""
,"M36-A5","54403136",36.283030,140.200020,54403136.000000,"真壁36","M36-A5",2007/08/22 0:00:00,"晴","－","0","0.5×2","",""
,"M36-S1","54403136",36.283580,140.200940,54403136.000000,"真壁36","M36-S1",2007/08/22 0:00:00,"晴","N15E","40","1×1","降雨か何らかの事象により崩落している（掘削？）。",""
,"M36-S2","54403136",36.284030,140.201190,54403136.000000,"真壁36","M36-S2",2007/08/22 0:00:00,"晴","S15E","30","1×1","モニタリング地点の下部が刈り払いされているため、やや上部の斜面で調査した。",""
,"M36-13","54403136",36.278530,140.202960,54403136.000000,"真壁36","M36-13",2007/08/22 0:00:00,"晴","－","0","1×1","植生の変化が著しいためモニタリング地点が特定できず、おおよその地点で調査した。",""
,"M36-15","54403136",36.278660,140.202880,54403136.000000,"真壁36","M36-15",2007/08/22 0:00:00,"晴","－","0","1×1","",""
,"M36-14","54403136",36.278650,140.203170,54403136.000000,"真壁36","M36-14",2007/08/22 0:00:00,"晴","－","0","1×1","",""
,"M36-10","54403136",36.279240,140.203520,54403136.000000,"真壁36","M36-10",2007/08/22 0:00:00,"晴","－","0","1×1","耕耘されているため、草本はきわめて少ない状態。",""
,"M36-11","54403136",36.279040,140.203370,54403136.000000,"真壁36","M36-11",2007/08/22 0:00:00,"晴","－","0","1×1","耕耘されているため、草本はきわめて少ない状態。",""
,"M36-12","54403136",36.279090,140.203100,54403136.000000,"真壁36","M36-12",2007/08/22 0:00:00,"晴","－","0","1×1","耕耘されているため、草本はきわめて少ない状態。全景写真：8780",""
,"M36-07","54403136",36.279770,140.203910,54403136.000000,"真壁36","M36-07",2007/08/22 0:00:00,"晴","－","0","1×1","枯れたカモジグサあり。",""
,"M36-08","54403136",36.279940,140.203830,54403136.000000,"真壁36","M36-08",2007/08/22 0:00:00,"晴","－","0","1×1","枯れたヨモギあり。",""
,"M36-09","54403136",36.280120,140.203740,54403136.000000,"真壁36","M36-09",2007/08/22 0:00:00,"晴","－","0","1×1","枯れたカモジグサあり。",""
,"M36-04","54403136",36.280270,140.204340,54403136.000000,"真壁36","M36-04",2007/08/22 0:00:00,"晴","－","0","1×1","",""
,"M36-05","54403136",36.280160,140.204320,54403136.000000,"真壁36","M36-05",2007/08/22 0:00:00,"晴","－","0","1×1","",""
,"M36-06","54403136",36.280000,140.204400,54403136.000000,"真壁36","M36-06",2007/08/22 0:00:00,"晴","－","0","1×1","",""
,"M36-16","54403136",36.281260,140.203060,54403136.000000,"真壁36","M36-16",2007/08/22 0:00:00,"晴","－","0","1×1","ほとんど湿地の状態で水田の面影なし。休耕田とは呼べない状態。",""
,"M36-17","54403136",36.281030,140.202900,54403136.000000,"真壁36","M36-17",2007/08/22 0:00:00,"晴","－","0","1×1","枯れたオニスゲあり。湿地のため水位がある場合は、モニタリングは不可能。",""
,"M36-18","54403136",36.281100,140.203080,54403136.000000,"真壁36","M36-18",2007/08/22 0:00:00,"晴","－","0","1×1","湿地のため水位がある場合、モニタリング不可。",""
,"M36-02","54403136",36.280080,140.205340,54403136.000000,"真壁36","M36-02",2007/08/22 0:00:00,"晴","－","0","1×1","",""
,"M36-01","54403136",36.280100,140.205290,54403136.000000,"真壁36","M36-01",2007/08/22 0:00:00,"晴","－","0","1×1","",""
,"M36-03","54403136",36.280010,140.205300,54403136.000000,"真壁36","M36-03",2007/08/22 0:00:00,"晴","－","0","1×1","",""
,"U55-18","54396655",36.548750,139.813450,54396655.000000,"宇都宮55","U55-18",2007/08/16 0:00:00,"晴","－","0","1×1","若干刈り払いされている。",""
,"U55-16","54396655",36.548520,139.813470,54396655.000000,"宇都宮55","U55-16",2007/08/16 0:00:00,"晴","－","0","1×1","",""
,"U55-17","54396655",36.548360,139.813640,54396655.000000,"宇都宮55","U55-17",2007/08/16 0:00:00,"晴","－","0","1×1","",""
,"U55-04","54396655",36.548870,139.812450,54396655.000000,"宇都宮55","U55-04",2007/08/16 0:00:00,"晴","－","0","1×1","",""
,"U55-05","54396655",36.548910,139.812270,54396655.000000,"宇都宮55","U55-05",2007/08/16 0:00:00,"晴","－","0","1×1","ミズトラノオの小群落。",""
,"U55-06","54396655",36.549000,139.812360,54396655.000000,"宇都宮55","U55-06",2007/08/16 0:00:00,"晴","－","0","1×1","",""
,"U55-01","54396655",36.547970,139.815000,54396655.000000,"宇都宮55","U55-01",2007/08/16 0:00:00,"晴","－","0","1×1","",""
,"U55-02","54396655",36.547770,139.815030,54396655.000000,"宇都宮55","U55-02",2007/08/16 0:00:00,"晴","－","0","1×1","",""
,"U55-03","54396655",36.547930,139.814870,54396655.000000,"宇都宮55","U55-03",2007/08/16 0:00:00,"晴","－","0","1×1","",""
,"U55-07","54396655",36.549190,139.812260,54396655.000000,"宇都宮55","U55-07",2007/08/16 0:00:00,"晴","－","0","1×1","ミズトラノオの小群落。",""
,"U55-08","54396655",36.548900,139.811800,54396655.000000,"宇都宮55","U55-08",2007/08/16 0:00:00,"晴","－","0","1×1","",""
,"U55-09","54396655",36.548820,139.811970,54396655.000000,"宇都宮55","U55-09",2007/08/16 0:00:00,"晴","－","0","1×1","",""
,"U55-10","54396655",36.551520,139.820820,54396655.000000,"宇都宮55","U55-10",2007/08/16 0:00:00,"晴","－","0","1×1","",""
,"U55-11","54396655",36.551240,139.820480,54396655.000000,"宇都宮55","U55-11",2007/08/16 0:00:00,"晴","－","0","1×1","",""
,"U55-12","54396655",36.551350,139.821050,54396655.000000,"宇都宮55","U55-12",2007/08/16 0:00:00,"晴","－","0","1×1","",""
,"U55-A1","54396655",36.551060,139.818870,54396655.000000,"宇都宮55","U55-A1",2007/08/16 0:00:00,"晴","－","0","0.5×2","",""
,"U55-A2","54396655",36.551110,139.818770,54396655.000000,"宇都宮55","U55-A2",2007/08/16 0:00:00,"晴","－","0","0.4×2.5","",""
,"U55-A3","54396655",36.551240,139.818610,54396655.000000,"宇都宮55","U55-A3",2007/08/16 0:00:00,"晴","－","0","0.7×1.45","刈り払いされている。",""
,"U55-A4","54396655",36.551470,139.818430,54396655.000000,"宇都宮55","U55-A4",2007/08/16 0:00:00,"晴","－","0","0.6×1.65","刈り払いされている。",""
,"U55-A5","54396655",36.551680,139.818220,54396655.000000,"宇都宮55","U55-A5",2007/08/16 0:00:00,"晴","－","0","0.6×1.65","刈り払いされている。",""
,"U55-J1","54396655",36.550510,139.819030,54396655.000000,"宇都宮55","U55-J1",2007/08/16 0:00:00,"晴","N45E","8","10×10","",""
,"U55-J2","54396655",36.545110,139.820770,54396655.000000,"宇都宮55","U55-J2",2007/08/16 0:00:00,"晴","－","－","10×10","斜面上部の平坦なコナラ林。",""
,"U55-H1","54396655",36.544990,139.819980,54396655.000000,"宇都宮55","U55-H1",2007/08/16 0:00:00,"晴","－","0","1×1","",""
,"U55-H2","54396655",36.544860,139.820070,54396655.000000,"宇都宮55","U55-H2",2007/08/16 0:00:00,"晴","－","0","1×1","",""
,"U55-H3","54396655",36.544770,139.820020,54396655.000000,"宇都宮55","U55-H3",2007/08/16 0:00:00,"晴","－","0","1×1","",""
,"U55-G1","54396655",36.546460,139.813480,54396655.000000,"宇都宮55","U55-G1",2007/08/16 0:00:00,"晴","－","0","1×1","踏切そばの畑。",""
,"U55-G2","54396655",36.546450,139.813660,54396655.000000,"宇都宮55","U55-G2",2007/08/16 0:00:00,"晴","－","0","1×1","除草剤の影響あり。",""
,"U55-G3","54396655",36.547350,139.812000,54396655.000000,"宇都宮55","U55-G3",2007/08/16 0:00:00,"晴","－","0","0.6×1.65","踏切わきのせまい側道沿い。作目の写真:65",""
,"U55-H4","54396655",36.547380,139.811850,54396655.000000,"宇都宮55","U55-H4",2007/08/16 0:00:00,"晴","－","0","1×1","",""
,"U55-H5","54396655",36.547510,139.811770,54396655.000000,"宇都宮55","U55-H5",2007/08/16 0:00:00,"晴","－","0","1×1","",""
,"U55-H6","54396655",36.547460,139.811660,54396655.000000,"宇都宮55","U55-H6",2007/08/16 0:00:00,"晴","－","0","1×1","",""
,"U55-H7","54396655",36.552070,139.820810,54396655.000000,"宇都宮55","U55-H7",2007/08/16 0:00:00,"晴","－","0","1×1","休耕1年目、もしくは春に整地した後、放棄されたと思われる。",""
,"U55-15","54396655",36.550010,139.820600,54396655.000000,"宇都宮55","U55-15",2007/09/14 0:00:00,"晴","－","0","1×1","03年GPS地点から東へ1m。復田していてイネがやや倒れている。畦にシロネなど多い。",""
,"U55-14","54396655",36.550180,139.820630,54396655.000000,"宇都宮55","U55-14",2007/09/14 0:00:00,"晴","－","0","1×1","03年GPS地点から北へ3m。復田していてイネが倒れている。",""
,"U55-13","54396655",36.550330,139.820430,54396655.000000,"宇都宮55","U55-13",2007/09/14 0:00:00,"晴","－","0","1×1","03年GPS地点から北西へ17m。復田していてイネが倒れている。",""
,"K59-H1","54406059",36.549110,140.111350,54406059.000000,"烏山59","K59-H1",2007/08/15 0:00:00,"曇","－","0","1×1","一面カナムグラが覆う。",""
,"K59-H2","54406059",36.551040,140.112710,54406059.000000,"烏山59","K59-H2",2007/08/15 0:00:00,"晴","－","0","1×1","",""
,"K59-H3","54406059",36.551130,140.112610,54406059.000000,"烏山59","K59-H3",2007/08/15 0:00:00,"晴","－","0","1×1","",""
,"K59-H4","54406059",36.551320,140.112570,54406059.000000,"烏山59","K59-H4",2007/08/15 0:00:00,"晴","－","0","1×1","",""
,"K59-H5","54406059",36.550890,140.112740,54406059.000000,"烏山59","K59-H5",2007/08/15 0:00:00,"曇","－","0","1×1","",""
,"K59-H6","54406059",36.550630,140.112650,54406059.000000,"烏山59","K59-H6",2007/08/15 0:00:00,"曇","－","0","1×1","",""
,"K59-H7","54406059",36.550630,140.112890,54406059.000000,"烏山59","K59-H7",2007/08/15 0:00:00,"晴","－","0","1×1","",""
,"K59-A5","54406059",36.548780,140.117490,54406059.000000,"烏山59","K59-A5",2007/08/15 0:00:00,"晴","－","0","0.5×2","",""
,"K59-A1","54406059",36.548780,140.117650,54406059.000000,"烏山59","K59-A1",2007/08/15 0:00:00,"晴","－","0","0.5×2","",""
,"K59-A2","54406059",36.548690,140.117780,54406059.000000,"烏山59","K59-A2",2007/08/15 0:00:00,"晴","－","0","0.5×2","",""
,"K59-A3","54406059",36.548660,140.117980,54406059.000000,"烏山59","K59-A3",2007/08/15 0:00:00,"晴","－","0","0.5×2","",""
,"K59-A4","54406059",36.548730,140.118160,54406059.000000,"烏山59","K59-A4",2007/08/15 0:00:00,"晴","－","0","0.5×2","",""
,"K59-S3","54406059",36.548660,140.118470,54406059.000000,"烏山59","K59-S3",2007/08/15 0:00:00,"晴","N10°E","50","1×1","",""
,"K59-S2","54406059",36.548710,140.118590,54406059.000000,"烏山59","K59-S2",2007/08/15 0:00:00,"晴","N10°E","45","1×1","",""
,"K59-S1","54406059",36.548760,140.118790,54406059.000000,"烏山59","K59-S1",2007/08/15 0:00:00,"晴","N30°E","60","1×1","",""
,"K59-01","54406059",36.546970,140.117910,54406059.000000,"烏山59","K59-01",2007/08/15 0:00:00,"晴","－","0","1×1","刈り払いされており、刈草（イネ科）がある。植生は少ない。",""
,"K59-02","54406059",36.547020,140.118050,54406059.000000,"烏山59","K59-02",2007/08/15 0:00:00,"晴","－","0","1×1","湿っている。",""
,"K59-03","54406059",36.547060,140.117850,54406059.000000,"烏山59","K59-03",2007/08/15 0:00:00,"晴","－","0","1×1","",""
,"K59-04","54406059",36.547500,140.116920,54406059.000000,"烏山59","K59-04",2007/08/15 0:00:00,"晴","－","0","1×1","",""
,"K59-05","54406059",36.547470,140.117160,54406059.000000,"烏山59","K59-05",2007/08/15 0:00:00,"晴","－","0","1×1","",""
,"K59-06","54406059",36.547460,140.117410,54406059.000000,"烏山59","K59-06",2007/08/15 0:00:00,"晴","－","0","1×1","",""
,"K59-J1","54406059",36.548130,140.110820,54406059.000000,"烏山59","K59-J1",2007/08/15 0:00:00,"晴","－","0","10×10","",""
,"K59-J2","54406059",36.545970,140.113530,54406059.000000,"烏山59","K59-J2",2007/08/15 0:00:00,"晴","－","0","10×10","アカマツの伐木多し。",""
,"K59-13","54406059",36.549660,140.115530,54406059.000000,"烏山59","K59-13",2007/08/15 0:00:00,"晴","－","0","1×1","刈り払いされている。ヒメシダ群生。",""
,"K59-14","54406059",36.549780,140.115250,54406059.000000,"烏山59","K59-14",2007/08/15 0:00:00,"晴","－","0","1×1","周辺にトウゴクヘラオモダカが点在。",""
,"K59-15","54406059",36.549820,140.115450,54406059.000000,"烏山59","K59-15",2007/08/15 0:00:00,"晴","－","0","1×1","",""
,"K59-17","54406059",36.550840,140.116580,54406059.000000,"烏山59","K59-17",2007/08/15 0:00:00,"晴","－","0","1×1","湿っている。",""
,"K59-18","54406059",36.550860,140.116360,54406059.000000,"烏山59","K59-18",2007/08/15 0:00:00,"晴","－","0","1×1","",""
,"K59-16","54406059",36.550960,140.116450,54406059.000000,"烏山59","K59-16",2007/08/15 0:00:00,"晴","－","0","1×1","湿地。",""
,"K59-19","54406059",36.548850,140.118890,54406059.000000,"烏山59","K59-19",2007/08/15 0:00:00,"曇","－","0","1×1","",""
,"K59-21","54406059",36.548740,140.118990,54406059.000000,"烏山59","K59-21",2007/08/15 0:00:00,"曇","－","0","1×1","",""
,"K59-20","54406059",36.548760,140.118840,54406059.000000,"烏山59","K59-20",2007/08/15 0:00:00,"曇","－","0","1×1","",""
,"K59-G1","54406059",36.548440,140.117500,54406059.000000,"烏山59","K59-G1",2007/08/15 0:00:00,"曇","－","0","1×1","",""
,"K59-G2","54406059",36.548330,140.117480,54406059.000000,"烏山59","K59-G2",2007/08/15 0:00:00,"曇","－","0","1×1","",""
,"K59-G3","54406059",36.549520,140.115940,54406059.000000,"烏山59","K59-G3",2007/08/15 0:00:00,"曇","－","0","1×1","",""
,"K59-12","54406059",36.547010,140.115740,54406059.000000,"烏山59","K59-12",2007/09/14 0:00:00,"晴","－","0","1×1","03年GPS地点とほぼ同地点。復田した。",""
,"K59-11","54406059",36.546890,140.115740,54406059.000000,"烏山59","K59-11",2007/09/14 0:00:00,"晴","－","0","1×1","03年GPS地点から東へ5m。復田した。",""
,"K59-10","54406059",36.546600,140.115580,54406059.000000,"烏山59","K59-10",2007/09/14 0:00:00,"晴","－","0","1×1","03年GPS地点から南へ17m。復田した。",""
,"K59-09","54406059",36.547790,140.117390,54406059.000000,"烏山59","K59-09",2007/09/14 0:00:00,"晴","－","0","1×1","03年GPS地点から東へ17m。復田した。イネが倒れている。近くを歩いていた近所の方のお話しによると、ここでは道路計画があるとのこと。",""
,"K59-08","54406059",36.547940,140.117030,54406059.000000,"烏山59","K59-08",2007/09/14 0:00:00,"晴","－","0","1×1","03年GPS地点から北へ19m。復田した。イネが倒れている。",""
,"K59-07","54406059",36.547750,140.116730,54406059.000000,"烏山59","K59-07",2007/09/14 0:00:00,"晴","－","0","1×1","03年GPS地点から西へ10m。復田した。",""
,"I70-H1","53407570",35.981220,140.624880,53407570.000000,"潮来70","I70-H1",2007/08/09 0:00:00,"晴","－","0","1×1","GPS地点がずれている。",""
,"I70-A5","53407570",35.985580,140.624420,53407570.000000,"潮来70","I70-A5",2007/08/09 0:00:00,"晴","－","0","0.5×2","",""
,"I70-A4","53407570",35.985300,140.625380,53407570.000000,"潮来70","I70-A4",2007/08/09 0:00:00,"晴","－","0","0.5×2","",""
,"I70-S1","53407570",35.984870,140.625160,53407570.000000,"潮来70","I70-S1",2007/08/09 0:00:00,"晴","N","12","0.5×2","",""
,"I70-S2","53407570",35.984900,140.625080,53407570.000000,"潮来70","I70-S2",2007/08/09 0:00:00,"晴","N30E","38","1×1","",""
,"I70-S3","53407570",35.984920,140.625020,53407570.000000,"潮来70","I70-S3",2007/08/09 0:00:00,"晴","N55E","20","1×1","",""
,"I70-01","53407570",35.981890,140.625140,53407570.000000,"潮来70","I70-01",2007/08/09 0:00:00,"晴","－","0","1×1","図面を参考に地点を設定した。造成地。",""
,"I70-02","53407570",35.981750,140.625070,53407570.000000,"潮来70","I70-02",2007/08/09 0:00:00,"晴","－","0","1×1","図面を参考に地点を設定した。造成地。無植生。",""
,"I70-06","53407570",35.981610,140.624790,53407570.000000,"潮来70","I70-06",2007/08/09 0:00:00,"晴","－","0","1×1","造成地。",""
,"I70-03","53407570",35.981920,140.624730,53407570.000000,"潮来70","I70-03",2007/08/09 0:00:00,"晴","－","0","1×1","現状を参考に位置をずらして地点を設定した。造成地",""
,"I70-04","53407570",35.981870,140.624420,53407570.000000,"潮来70","I70-04",2007/08/09 0:00:00,"晴","－","0","1×1","現状を参考に位置をずらして地点を設定した。造成地。",""
,"I70-05","53407570",35.981680,140.624430,53407570.000000,"潮来70","I70-05",2007/08/09 0:00:00,"晴","－","0","1×1","図面を参考に地点を設定した。造成地。",""
,"I70-A2","53407570",35.985200,140.626580,53407570.000000,"潮来70","I70-A2",2007/08/09 0:00:00,"晴","－","0","0.5×2","",""
,"I70-A3","53407570",35.985170,140.626130,53407570.000000,"潮来70","I70-A3",2007/08/09 0:00:00,"晴","－","0","0.5×2","",""
,"I70-07","53407570",35.984680,140.627450,53407570.000000,"潮来70","I70-07",2007/08/09 0:00:00,"晴","－","0","1×1","周辺はハンノキ林。",""
,"I70-12","53407570",35.984590,140.627280,53407570.000000,"潮来70","I70-12",2007/08/09 0:00:00,"晴","－","0","1×1","図面を参考に地点を設定した。",""
,"I70-08","53407570",35.984450,140.627620,53407570.000000,"潮来70","I70-08",2007/08/09 0:00:00,"晴","－","0","1×1","GPS地点がずれている。ビオトープになっている。",""
,"I70-11","53407570",35.983680,140.627470,53407570.000000,"潮来70","I70-11",2007/08/09 0:00:00,"晴","－","0","1×1","周辺はビオトープになっている。",""
,"I70-10","53407570",35.983950,140.627620,53407570.000000,"潮来70","I70-10",2007/08/03 0:00:00,"晴","－","0","1×1","図面を参考に地点を設定した。ビオトープになっている。",""
,"I70-09","53407570",35.984070,140.627630,53407570.000000,"潮来70","I70-09",2007/08/09 0:00:00,"晴","－","0","1×1","図面を参考に地点を設定した。ビオトープになっている。",""
,"I70-A1","53407570",35.986010,140.627780,53407570.000000,"潮来70","I70-A1",2007/08/09 0:00:00,"晴","－","0","0.5×2","GPS地点がずれているので図面を参考に地点を設定した。",""
,"I70-13","53407570",35.985470,140.628220,53407570.000000,"潮来70","I70-13",2007/08/09 0:00:00,"晴","－","0","1×1","図面と03年の調査写真を参考に地点を設定した。",""
,"I70-14","53407570",35.985190,140.628620,53407570.000000,"潮来70","I70-14",2007/08/09 0:00:00,"晴","－","0","1×1","図面を参考に調査地点を設定した。03年調査写真のようなタデ類は見当たらない。",""
,"I70-15","53407570",35.985520,140.628860,53407570.000000,"潮来70","I70-15",2007/08/09 0:00:00,"晴","－","0","1×1","図面を参考に地点を設定した。03年のガマは見当たらない。",""
,"I70-16","53407570",35.985640,140.628800,53407570.000000,"潮来70","I70-16",2007/08/09 0:00:00,"晴","－","0","1×1","図面を参考に地点を設定した。",""
,"I70-18","53407570",35.985690,140.628500,53407570.000000,"潮来70","I70-18",2007/08/09 0:00:00,"晴","－","0","1×1","",""
,"I70-17","53407570",35.985570,140.628420,53407570.000000,"潮来70","I70-17",2007/08/10 0:00:00,"晴","－","0","1×1","",""
,"I70-20","53407570",35.986250,140.629960,53407570.000000,"潮来70","I70-20",2007/08/10 0:00:00,"晴","－","0","1×1","図面を参考に地点を設定した。",""
,"I70-22","53407570",35.986050,140.630150,53407570.000000,"潮来70","I70-22",2007/08/10 0:00:00,"晴","－","0","1×1","オギ群落は見当たらない。",""
,"I70-21","53407570",35.986210,140.630150,53407570.000000,"潮来70","I70-21",2007/08/10 0:00:00,"晴","－","0","1×1","",""
,"I70-19","53407570",35.986380,140.629880,53407570.000000,"潮来70","I70-19",2007/08/10 0:00:00,"晴","－","0","1×1","図面を参考に地点を設定した。",""
,"I70-23","53407570",35.986620,140.630050,53407570.000000,"潮来70","I70-23",2007/08/10 0:00:00,"晴","－","0","1×1","図面を参考に地点を設定した。",""
,"I70-24","53407570",35.986600,140.629820,53407570.000000,"潮来70","I70-24",2007/08/10 0:00:00,"晴","－","0","1×1","周囲はカラスウリ等ツル性植物に覆われており、草丈が低い群落が多い。",""
,"I70-G1","53407570",35.979670,140.625280,53407570.000000,"潮来70","I70-G1",2007/08/10 0:00:00,"晴","－","0","0.5×2","",""
,"I70-H2","53407570",35.985360,140.631360,53407570.000000,"潮来70","I70-H2",2007/08/10 0:00:00,"晴","－","0","1×1","",""
,"I70-H3","53407570",35.985520,140.631110,53407570.000000,"潮来70","I70-H3",2007/08/10 0:00:00,"晴","－","0","1×1","休耕して1年未満か。ダイコンの残骸あり。",""
,"I70-H4","53407570",35.985590,140.631010,53407570.000000,"潮来70","I70-H4",2007/08/10 0:00:00,"晴","－","0","1×1","",""
,"I70-G2","53407570",35.987700,140.632570,53407570.000000,"潮来70","I70-G2",2007/08/10 0:00:00,"晴","－","0","1×1","",""
,"I70-G3","53407570",35.987690,140.632460,53407570.000000,"潮来70","I70-G3",2007/08/10 0:00:00,"晴","－","0","1×1","",""
,"I70-H5","53407570",35.987080,140.632840,53407570.000000,"潮来70","I70-H5",2007/08/10 0:00:00,"晴","－","0","1×1","",""
,"I70-H6","53407570",35.987190,140.632510,53407570.000000,"潮来70","I70-H6",2007/08/10 0:00:00,"晴","－","0","1×1","",""
,"I70-H7","53407570",35.986910,140.632540,53407570.000000,"潮来70","I70-H7",2007/08/10 0:00:00,"晴","－","0","1×1","",""
,"N10-A1","53405210",35.765850,140.250150,53405210.000000,"成田10","N10-A1",,"晴","－","－","0.5×2","近くの同列の畦にはアレチウリが生育。",""
,"N10-A2","53405210",35.766170,140.250480,53405210.000000,"成田10","N10-A2",,"晴","－","－","0.5×2","",""
,"N10-A3","53405210",35.766440,140.250640,53405210.000000,"成田10","N10-A3",,"晴","－","－","0.5×2","",""
,"N10-A4","53405210",35.766910,140.251020,53405210.000000,"成田10","N10-A4",,"晴","－","－","0.5×2","",""
,"N10-A5","53405210",35.766980,140.251090,53405210.000000,"成田10","N10-A5",2007/08/17 0:00:00,"晴","－","－","0.5×2","",""
,"N10-H1","53405210",35.765650,140.246810,53405210.000000,"成田10","N10-H1",2007/08/17 0:00:00,"晴","－","0","1×1","",""
,"N10-H2","53405210",35.765450,140.246720,53405210.000000,"成田10","N10-H2",2007/08/17 0:00:00,"晴","－","0","1×1","",""
,"N10-G1","53405210",35.765200,140.246770,53405210.000000,"成田10","N10-G1",2007/08/17 0:00:00,"晴","－","0","1×1","",""
,"N10-G2","53405210",35.765100,140.246890,53405210.000000,"成田10","N10-G2",2007/08/17 0:00:00,"晴","－","0","1×1","",""
,"N10-G3","53405210",35.765130,140.247730,53405210.000000,"成田10","N10-G3",2007/08/17 0:00:00,"晴","－","0","1×1","",""
,"N10-H3","53405210",35.762310,140.249350,53405210.000000,"成田10","N10-H3",2007/08/17 0:00:00,"晴","－","0","1×1","",""
,"N10-H4","53405210",35.762250,140.249390,53405210.000000,"成田10","N10-H4",2007/08/17 0:00:00,"晴","－","0","1×1","",""
,"N10-H5","53405210",35.762300,140.249460,53405210.000000,"成田10","N10-H5",2007/08/17 0:00:00,"晴","－","0","1×1","",""
,"N10-G4","53405210",35.762570,140.249640,53405210.000000,"成田10","N10-G4",2007/08/17 0:00:00,"晴","－","0","1×1","",""
,"N10-H6","53405210",35.762480,140.249810,53405210.000000,"成田10","N10-H6",2007/08/17 0:00:00,"晴","－","0","1×1","G4と隣接の筆",""
,"R03-10","53407003",35.924670,140.043150,53407003.000000,"龍ヶ崎03","R03-10",2007/08/12 0:00:00,"晴","－","0","1×1","造成裸地。",""
,"R03-18","53407003",35.924470,140.043320,53407003.000000,"龍ヶ崎03","R03-18",2007/08/12 0:00:00,"晴","－","0","1×1","造成裸地。",""
,"R03-17","53407003",35.924520,140.043080,53407003.000000,"龍ヶ崎03","R03-17",2007/08/12 0:00:00,"晴","－","0","1×1","造成裸地。無植生。",""
,"R03-11","53407003",35.925790,140.039840,53407003.000000,"龍ヶ崎03","R03-11",2007/08/12 0:00:00,"晴","－","0","1×1","造成裸地。",""
,"R03-12","53407003",35.925510,140.039280,53407003.000000,"龍ヶ崎03","R03-12",2007/08/12 0:00:00,"晴","－","0","1×1","造成裸地。",""
,"R03-13","53407003",35.925130,140.039280,53407003.000000,"龍ヶ崎03","R03-13",2007/08/12 0:00:00,"曇","－","0","1×1","造成裸地。",""
,"R03-14","53407003",35.925570,140.040220,53407003.000000,"龍ヶ崎03","R03-14",2007/08/12 0:00:00,"曇","－","0","1×1","造成裸地。無植生。",""
,"R03-16","53407003",35.925300,140.040910,53407003.000000,"龍ヶ崎03","R03-16",2007/08/12 0:00:00,"晴","－","0","1×1","造成裸地。",""
,"R03-15","53407003",35.925150,140.040290,53407003.000000,"龍ヶ崎03","R03-15",2007/08/12 0:00:00,"晴","－","0","1×1","造成裸地。",""
,"R03-J1","53407003",35.924400,140.040030,53407003.000000,"龍ヶ崎03","R03-J1",2007/08/12 0:00:00,"曇","S30E","13","10×10","周囲に高木層に達するコブシが見られない。",""
,"R03-J2","53407003",35.925240,140.038710,53407003.000000,"龍ヶ崎03","R03-J2",2007/08/12 0:00:00,"晴","－","0","10×10","",""
,"R03-09","53407003",35.923740,140.036310,53407003.000000,"龍ヶ崎03","R03-09",2007/08/12 0:00:00,"晴","－","0","1×1","造成地。",""
,"R03-08","53407003",35.923830,140.036360,53407003.000000,"龍ヶ崎03","R03-08",2007/08/12 0:00:00,"晴","－","0","1×1","造成地。",""
,"R03-04","53407003",35.923590,140.036020,53407003.000000,"龍ヶ崎03","R03-04",2007/08/12 0:00:00,"晴","S45E","32","1×1","造成地。",""
,"R03-05","53407003",35.923570,140.035920,53407003.000000,"龍ヶ崎03","R03-05",2007/08/12 0:00:00,"晴","S45E","28","1×1","造成地法面。",""
,"R03-03","53407003",35.923480,140.035740,53407003.000000,"龍ヶ崎03","R03-03",2007/08/12 0:00:00,"晴","S45E","28","1×1","造成地法面。",""
,"R03-06","53407003",35.923610,140.035640,53407003.000000,"龍ヶ崎03","R03-06",2007/08/12 0:00:00,"晴","－","0","1×1","造成地。",""
,"R03-07","53407003",35.923640,140.035730,53407003.000000,"龍ヶ崎03","R03-07",2007/08/12 0:00:00,"晴","－","0","1×1","造成地。",""
,"R03-02","53407003",35.923710,140.035770,53407003.000000,"龍ヶ崎03","R03-02",2007/08/12 0:00:00,"晴","－","0","1×1","造成地。",""
,"R03-01","53407003",35.923860,140.035720,53407003.000000,"龍ヶ崎03","R03-01",2007/08/12 0:00:00,"晴","N45E","27","1×1","造成地法面。",""
